#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
1039,Jagged Alliance 2: Gold Pack,7/6/2006,$3.99,N/A (N/A),"51,390 ±6,729",20:53 (03:19)
1040,Battle Mages,5/30/2014,$0.99,N/A (N/A),"4,148 ±1,912",02:48 (03:20)
1042,Rover Rescue,5/8/2014,$0.74,N/A (N/A),"17,284 ±3,903",00:07 (00:08)
1043,Epic Arena,5/5/2015,Free,N/A (N/A),"75,818 ±8,173",02:26 (00:49)
1044,The Sandbox,4/22/2014,$4.99,N/A (N/A),"16,362 ±3,797",13:44 (05:07)
1045,Heroes of Hellas 3: Athens,3/12/2015,$1.99,N/A (N/A),"6,453 ±2,384",06:47 (17:16)
1046,Legends of Eisenwald,10/9/2013,$19.99,N/A (N/A),"33,646 ±5,445",09:06 (03:55)
1047,Flashpoint Campaigns: Red Storm,11/21/2014,$49.99,N/A (N/A),"1,002 ±1,131",07:48 (03:54)
1048,Wildlife Park 2 - Horses,7/17/2014,$2.79,N/A (N/A),"17,975 ±3,980",02:55 (01:46)
1049,Heroes of Steel RPG,4/23/2014,$3.99,N/A (N/A),"8,296 ±2,704",04:29 (01:56)
1050,Lilly and Sasha: Curse of the Immortals,4/28/2015,$3.05,N/A (N/A),"9,679 ±2,920",01:16 (00:58)
1051,Dreamscape,2/2/2015,$2.49,N/A (N/A),"2,074 ±1,352",01:09 (00:47)
1052,Fantasy Grounds,5/9/2014,$27.99,N/A (N/A),"6,683 ±2,427",28:52 (08:41)
1053,Star Hammer: The Vanguard Prophecy,6/4/2015,$19.99,N/A (N/A),"2,535 ±1,494",17:37 (08:01)
1055,Front Page Sports Football,10/2/2014,$1.99,N/A (N/A),"6,222 ±2,341",03:08 (03:59)
1056,Starion Tactics,9/5/2014,$2.49,N/A (N/A),"7,144 ±2,509",03:17 (03:48)
1057,Battle Ranch,2/2/2015,$6.99,N/A (N/A),"1,131 ±1,566",02:26 (04:44)
1059,Reprisal Universe,9/15/2014,$6.99,N/A (N/A),"17,284 ±3,903",00:53 (00:12)
1060,Eets Munchies,3/11/2014,$3.49,N/A (N/A),"535,795 ±21,707",01:19 (00:23)
1061,Football Mogul 2014,5/28/2015,$9.99,N/A (N/A),"566 ±1,107",15:04 (15:04)
1062,Pixel Puzzles: UndeadZ,6/6/2014,$1.74,N/A (N/A),"24,428 ±4,640",02:57 (01:19)
1063,iBomber Defense,5/26/2011,$4.99,N/A (N/A),"60,378 ±7,294",07:03 (02:55)
1064,Holy Avatar vs. Maidens of the Dead,2/20/2014,$3.49,N/A (N/A),"59,917 ±7,266",01:18 (00:12)
1065,Crystal Story II,2/6/2015,$1.49,N/A (N/A),"11,062 ±3,122",06:47 (03:48)
1067,Retro-Pixel Castles,10/27/2014,$4.99,N/A (N/A),"17,975 ±3,980",04:48 (01:51)
1068,Project AURA,1/5/2015,$14.99,N/A (N/A),"8,527 ±2,741",05:30 (01:54)
1069,Aggression: Europe Under Fire,4/9/2014,$1.99,N/A (N/A),"6,913 ±2,468",01:47 (01:02)
1070,Geneforge 5,11/1/2008,$5.99,N/A (N/A),"75,357 ±8,148",08:58 (00:58)
1073,Gates of Horizon,12/18/2014,$5.99,N/A (N/A),"2,765 ±1,561",70:46 (118:17)
1074,Sproggiwood,10/24/2014,$10.04,N/A (N/A),"6,913 ±2,468",05:44 (04:11)
1076,Space Rogue,5/14/2015,$13.39,N/A (N/A),"1,152 ±1,007",02:03 (02:05)
1077,Fritz Chess 14,9/22/2014,$19.99,N/A (N/A),"2,765 ±1,561",02:45 (02:45)
1078,Blitzkrieg Anthology,9/16/2014,$1.24,N/A (N/A),"27,193 ±4,895",13:50 (04:50)
1079,The Great Jitters: Pudding Panic,5/22/2014,$6.99,N/A (N/A),"76,740 ±8,223",00:09 (00:11)
1080,Pole Position 2012,4/26/2012,$4.99,N/A (N/A),"31,341 ±5,255",12:55 (06:37)
1081,Locoland,5/28/2015,$3.24,N/A (N/A),"1,002 ±1,131",00:00 (00:00)
1082,Battlepillars Gold Edition,4/28/2014,$2.49,N/A (N/A),"20,740 ±4,275",02:30 (01:34)
1084,Talisman: Prologue,10/14/2013,$1.39,N/A (N/A),"127,669 ±10,605",02:03 (01:25)
1085,Human Extinction Simulator,1/21/2015,$13.39,N/A (N/A),"1,131 ±1,566",03:34 (03:34)
1086,Desert Ashes,11/10/2014,$0.99,N/A (N/A),"20,740 ±4,275",01:30 (00:39)
1087,Dangerous,12/16/2014,$19.99,N/A (N/A),"1,670 ±1,461",00:15 (00:15)
1088,Democracy 2,10/11/2012,$19.99,N/A (N/A),"42,864 ±6,146",02:58 (01:49)
1089,Battle Academy,4/16/2014,$9.89,N/A (N/A),"13,597 ±3,461",20:33 (33:54)
1092,Ironclads: Chincha Islands War 1866,6/21/2011,$1.99,N/A (N/A),"34,107 ±5,482",00:10 (00:13)
1093,INIT.,2/16/2015,$2.99,N/A (N/A),691 ±780,02:14 (01:29)
1094,The Jackbox Party Pack,11/26/2014,$18.74,N/A (N/A),"39,637 ±5,910",08:38 (05:35)
1095,Wildlife Park 2 - Farm World,7/17/2014,$3.19,N/A (N/A),"15,901 ±3,743",03:35 (01:16)
1096,Nom Nom Galaxy,3/13/2014,$4.99,N/A (N/A),"25,580 ±4,748",02:34 (01:07)
1097,Smugglers 5,4/11/2014,$4.99,N/A (N/A),"21,662 ±4,369",09:56 (04:18)
1098,Soul Locus,4/30/2015,$9.89,N/A (N/A),668 ±924,10:53 (10:52)
1099,Swords and Soldiers HD,12/2/2010,$2.49,N/A (N/A),"253,033 ±14,926",03:45 (01:04)
1100,Rescue: Everyday Heroes,12/11/2013,$4.99,N/A (N/A),"59,686 ±7,252",03:57 (02:48)
1101,Tropico,7/26/2009,$1.74,N/A (N/A),"194,730 ±13,096",06:58 (00:37)
1102,The Mims Beginning,1/14/2015,$15.99,N/A (N/A),"3,226 ±1,686",01:29 (02:12)
1103,Isomer,7/11/2014,$9.99,N/A (N/A),"9,448 ±2,885",01:01 (01:20)
1104,Haegemonia: Legions of Iron,5/1/2014,$1.24,N/A (N/A),"44,707 ±6,276",00:26 (00:01)
1105,Pongo,5/11/2015,$3.19,N/A (N/A),"566 ±1,107",00:07 (00:07)
1106,Dwelvers,9/11/2014,$11.24,N/A (N/A),"4,609 ±2,015",05:42 (04:38)
1107,Clones,11/18/2010,$2.49,N/A (N/A),"25,810 ±4,769",02:03 (00:39)
1108,Pirates vs Corsairs: Davy Jones's Gold,3/16/2015,$2.99,N/A (N/A),"7,605 ±2,589",02:32 (00:50)
1109,Big Brain Wolf,11/5/2009,$1.99,N/A (N/A),"28,806 ±5,038",01:50 (00:58)
1110,Shadows of War,1/2/2015,$3.99,N/A (N/A),"15,671 ±3,716",01:49 (00:57)
1111,Eador. Genesis,10/14/2013,$1.19,N/A (N/A),"29,037 ±5,058",08:21 (00:34)
1112,Cosmonautica,9/17/2014,$9.99,N/A (N/A),"11,062 ±3,122",03:58 (02:55)
1113,Habitat,7/8/2014,$5.99,N/A (N/A),"22,354 ±4,438",02:11 (01:32)
1115,Football Tactics,6/1/2015,$11.04,N/A (N/A),"1,131 ±1,566",04:43 (06:36)
1116,Robowars,10/24/2014,$2.24,N/A (N/A),"15,671 ±3,716",00:57 (01:00)
1117,Devouring Stars,4/2/2015,$9.99,N/A (N/A),"566 ±1,107",00:08 (00:08)
1118,Toy Soldiers: Complete,2/28/2014,$4.99,N/A (N/A),"26,502 ±4,832",05:17 (04:30)
1119,Star Wolves,3/2/2010,$0.99,N/A (N/A),"59,917 ±7,266",05:04 (00:48)
1120,Ancient Planet,2/3/2015,$4.68,N/A (N/A),"7,835 ±2,627",05:39 (03:14)
1121,Deadlock - Planetary Conquest,10/23/2014,$3.49,N/A (N/A),922 ±901,00:02 (00:01)
1122,The Happy Hereafter,6/5/2014,$1.19,N/A (N/A),"7,605 ±2,589",03:30 (02:35)
1123,ROCKETSROCKETSROCKETS,5/1/2015,$7.79,N/A (N/A),"16,823 ±3,850",01:12 (00:21)
1124,Revelations 2012,4/23/2012,$0.84,N/A (N/A),"16,823 ±3,850",01:08 (00:22)
1125,Broadsword : Age of Chivalry,5/15/2015,$14.99,N/A (N/A),"566 ±1,107",02:43 (02:43)
1126,Infectonator : Survivors,4/14/2014,$8.99,N/A (N/A),"10,831 ±3,089",04:30 (02:06)
1127,Biology Battle,1/21/2015,$0.99,N/A (N/A),"6,453 ±2,384",00:09 (00:08)
1128,Blitzkrieg 3,5/6/2015,$26.99,N/A (N/A),"5,761 ±2,253",13:33 (09:08)
1129,Mechs & Mercs: Black Talons,1/9/2015,$4.99,N/A (N/A),"3,918 ±1,858",06:13 (02:29)
1130,Sid Meier's Ace Patrol,8/27/2013,$2.49,N/A (N/A),"410,430 ±19,004",03:08 (01:45)
1132,Nightbanes,3/30/2015,Free,N/A (N/A),"75,126 ±8,136",06:31 (00:28)
1133,Prophour23,10/22/2014,$4.99,N/A (N/A),922 ±901,00:34 (00:39)
1134,The Terminal 2,8/8/2014,$4.99,N/A (N/A),"9,909 ±2,955",03:18 (02:25)
1135,Games of Glory,5/26/2015,Free,N/A (N/A),"53,695 ±6,878",00:43 (00:16)
1136,O.R.B.,3/13/2014,$0.74,N/A (N/A),"10,601 ±3,056",01:04 (01:13)
1137,Cultures - 8th Wonder of the World,3/26/2015,$0.99,N/A (N/A),"2,074 ±1,352",09:55 (13:12)
1139,HIS (Heroes In the Sky),3/3/2015,Free,N/A (N/A),"165,693 ±12,080",01:05 (00:11)
1140,Prison Tycoon 3: Lockdown,1/29/2008,$4.99,N/A (N/A),"31,802 ±5,294",07:12 (01:27)
1141,1953: NATO vs Warsaw Pact,12/4/2014,$9.99,N/A (N/A),"6,222 ±2,341",05:19 (03:24)
1142,Radiant Defense,7/11/2014,$4.99,N/A (N/A),"2,672 ±1,848",11:05 (11:40)
1144,Puzzler World 2,10/24/2011,$0.49,N/A (N/A),"30,650 ±5,197",15:24 (02:48)
1145,"Warhammer 40,000: Regicide",5/4/2015,$13.99,N/A (N/A),"20,510 ±4,251",02:21 (01:46)
1146,DRAKERZ-Confrontation,5/19/2014,Free,N/A (N/A),"54,156 ±6,908",01:21 (00:27)
1147,PeriAreion,2/19/2015,$14.99,N/A (N/A),"4,839 ±2,065",02:25 (03:27)
1148,Spectromancer,2/11/2009,$9.99,N/A (N/A),"16,131 ±3,770",11:23 (04:58)
1149,Treasure Planet Battle at Procyon,2/24/2015,$6.69,N/A (N/A),"566 ±1,107",00:00 (00:00)
1150,ThreadSpace: Hyperbol,7/12/2007,$4.99,N/A (N/A),"23,045 ±4,506",00:32 (00:25)
1151,Wildlife Park 2 - Fantasy,7/17/2014,$0.79,N/A (N/A),"24,428 ±4,640",00:19 (00:10)
1152,Elminage Gothic,9/18/2014,$2.99,N/A (N/A),"6,222 ±2,341",12:10 (02:26)
1153,Call of Cthulhu: The Wasted Land,3/6/2014,$2.49,N/A (N/A),"17,975 ±3,980",03:50 (01:24)
1154,Dungeon Shooter 2,12/4/2014,$7.99,N/A (N/A),668 ±924,00:11 (00:10)
1155,Commander : The Great War,7/25/2014,$19.79,N/A (N/A),"5,761 ±2,253",23:01 (16:13)
1156,RECYCLE,9/3/2014,$10.07,N/A (N/A),"8,296 ±2,704",07:29 (07:34)
1157,The Magic Circle,5/13/2015,$17.99,N/A (N/A),"1,670 ±1,461",07:51 (13:59)
1158,QuestEvent,3/24/2015,$3.74,N/A (N/A),"3,457 ±1,745",02:13 (00:44)
1159,Tomb of Tyrants,1/13/2015,$5.99,N/A (N/A),"5,300 ±2,161",02:36 (01:11)
1161,"Warhammer 40,000: Dawn of War - Winter Assault",8/7/2007,$4.41,N/A (N/A),"584,650 ±22,673",04:23 (00:48)
1162,Rooks Keep,12/5/2014,$7.49,N/A (N/A),"9,218 ±2,850",01:49 (01:19)
1163,You Must Build A Boat,6/4/2015,$3.34,N/A (N/A),"17,975 ±3,980",05:40 (03:12)
1164,Smooth Operators,6/10/2014,$1.94,N/A (N/A),"26,732 ±4,853",03:10 (01:27)
1165,Universal Combat CE,2/6/2015,Free,N/A (N/A),"62,452 ±7,418",00:30 (00:10)
1166,Wildlife Park 2 - Crazy Zoo,7/17/2014,$2.79,N/A (N/A),"16,592 ±3,824",02:00 (00:50)
1167,Ropeway Simulator 2014,12/9/2014,$11.24,N/A (N/A),"1,002 ±1,131",11:39 (15:14)
1168,Lord of the Dark Castle,4/23/2015,$4.99,N/A (N/A),"2,996 ±1,625",00:33 (00:22)
1169,Claustrophobia: The Downward Struggle,9/9/2014,$4.99,N/A (N/A),"23,736 ±4,573",05:42 (02:16)
1170,War in a Box: Paper Tanks,7/4/2014,$4.99,N/A (N/A),"16,131 ±3,770",02:18 (01:57)
1171,Crazy Plant Shop,8/4/2014,$2.49,N/A (N/A),"26,041 ±4,790",02:16 (01:09)
1172,Yomi,5/8/2015,$14.99,N/A (N/A),"4,379 ±1,964",04:54 (04:58)
1173,Zombie Tycoon 2: Brainhov's Revenge,12/9/2013,$1.99,N/A (N/A),"42,633 ±6,129",01:59 (01:38)
1174,The Race for the White House,1/2/2015,$14.99,N/A (N/A),"2,074 ±1,352",02:23 (02:09)
1176,Tiestru,8/20/2014,$9.99,N/A (N/A),"20,049 ±4,203",00:51 (01:39)
1178,Ramayana,5/25/2015,$10.19,N/A (N/A),"1,131 ±1,566",00:00 (00:00)
1179,SuperPower 2 Steam Edition,4/18/2014,$4.99,N/A (N/A),"27,423 ±4,916",23:48 (03:11)
1180,Unium,3/27/2015,$1.33,N/A (N/A),"6,222 ±2,341",01:26 (01:09)
1181,Dark Quest,1/21/2015,$3.49,N/A (N/A),"2,304 ±1,425",05:00 (05:30)
1182,Arms Dealer,3/26/2015,$12.99,N/A (N/A),"10,140 ±2,989",03:13 (00:40)
1183,Planets Under Attack,9/27/2012,$9.99,N/A (N/A),"107,159 ±9,716",02:43 (01:04)
1184,World War I,4/9/2015,$1.24,N/A (N/A),"1,613 ±1,192",02:38 (03:56)
1185,Farm for your Life,6/16/2014,$9.99,N/A (N/A),"26,271 ±4,811",09:37 (05:51)
1186,Pixel Puzzles 2: Anime,3/27/2015,$4.99,N/A (N/A),668 ±924,14:05 (14:05)
1188,We Slay Monsters,11/17/2014,$2.49,N/A (N/A),"1,844 ±1,274",06:45 (10:52)
